year,season,fishery,area,index
2010,1,33,5,5.86466456746074e-07
2010,2,33,5,5.12909326217267e-07
2010,3,33,5,4.34956194058333e-07
2010,4,33,5,3.68524392451389e-07
2011,1,33,5,3.8176636934949e-07
2011,2,33,5,4.74530737987724e-07
2011,3,33,5,4.53200637113826e-07
2011,4,33,5,4.07075552375519e-07
2012,1,33,5,4.12987013792142e-07
2012,2,33,5,5.06951841881496e-07
2012,3,33,5,4.75538099211989e-07
2012,4,33,5,4.81362521225423e-07
2013,1,33,5,2.69115629883212e-07
2013,2,33,5,3.07171871225619e-07
2013,3,33,5,4.29736702810942e-07
2013,4,33,5,6.33263963620274e-07
2014,1,33,5,4.64022277432071e-07
2014,2,33,5,5.28573256247252e-07
2014,3,33,5,5.35449305572709e-07
2014,4,33,5,8.02863215424077e-07
2015,1,33,5,6.20036200225716e-07
2015,2,33,5,5.7474831515147e-07
2015,3,33,5,7.1212515338285e-07
2015,4,33,5,8.66944221173817e-07
2016,1,33,5,5.21846385471547e-07
2016,2,33,5,3.22322413185586e-07
2016,3,33,5,3.25708447041813e-07
2016,4,33,5,4.8847053553358e-07
2017,1,33,5,3.37227960821715e-07
2017,2,33,5,3.66548234670367e-07
2017,3,33,5,4.22126400405227e-07
2017,4,33,5,4.32805090903007e-07
2018,1,33,5,3.23971207193025e-07
2018,2,33,5,3.07171642099393e-07
2018,3,33,5,3.53578430148915e-07
2018,4,33,5,5.27010762797578e-07
2019,1,33,5,4.69078972642192e-07
2019,2,33,5,4.47443945146984e-07
2019,3,33,5,3.42539699733365e-07
2019,4,33,5,2.8807473920796e-07
2020,1,33,5,3.44215732417861e-07
2020,2,33,5,3.45121846113758e-07
2020,3,33,5,3.1753335213611e-07
2020,4,33,5,4.87253947072768e-07
2021,1,33,5,3.06999535563721e-07
2021,2,33,5,4.01638131357311e-07
2021,3,33,5,3.81115425743672e-07
2021,4,33,5,3.69799680890876e-07
2022,1,33,5,3.91105634040244e-07
2022,2,33,5,3.67453087008223e-07
2022,3,33,5,3.38520918809982e-07
2022,4,33,5,3.81127041500769e-07
2023,1,33,5,4.37351633028663e-07
2023,2,33,5,4.39256535513683e-07
2023,3,33,5,5.22519707035175e-07
2023,4,33,5,4.67799419046471e-07
2024,1,33,5,5.20828966294283e-07
2024,2,33,5,3.54711841830283e-07
2024,3,33,5,3.62895384379374e-07
2024,4,33,5,3.59379261520696e-07
